gen,candidate,kind,fitness,homeGoals,awayGoals,goalDiff,shotDiff,boxDiff,attThirdDiff,possDiff,reversals,transPerSec,stationary,ShootRangeNear,ShootRangeFar,ShootScoreNear,ShootScoreFar,ShootPressurePenalty,RoleAttackForward,RoleAttackMidfielder,RoleAttackDefender,PassBaseScore,PassScoreScale,PassPressureBonus,PassFarBonus,CrossBonus,DribbleBaseScore,DribbleLaneBonus,DribbleFreeSpaceBonus,ClearScore,ChaseBaseScore,HoldBaseScore,CommitmentBonus,AttackDepthDefender,AttackDepthMidfielder,AttackDepthForward,HomePositionLerp,DeepRunDepth
22,child3,child,3.6564,1.000,0.000,1.000,0.000,1.000,145.217,1.457,162.000,2.213,13.350,1068,1471,60,80.79,9.698,1.356,0.6,0.8321,29.64,0.01723,23.86,10.33,18.66,22.64,18.02,13.08,53.46,80.49,49.35,28.68,0.4915,0.8809,1,0.3101,0.8
22,child4,child,-0.7888,0.000,0.000,0.000,0.000,2.000,92.083,0.455,177.000,2.347,12.533,1254,1357,62.84,68.98,9.725,1.385,0.6,0.837,30.29,0.02178,34.23,8.838,25.77,20.85,19.57,12.02,48.35,81.38,44.11,28.1,0.4172,0.9,0.9016,0.3246,0.8845
22,child5,child,-1.9213,0.000,0.000,0.000,0.000,1.000,57.900,-0.562,134.000,1.533,15.050,952.9,1527,60,64.02,12.11,1.594,0.7517,0.7539,36.64,0.02702,27.93,10.28,18.54,21.01,17.05,12.31,46.48,78.95,35.62,26.53,0.4181,0.6668,1,0.2487,0.8784
22,child6,child,-4.7913,0.000,0.000,0.000,0.000,0.000,26.600,-0.361,334.000,3.760,14.267,1049,1377,70.87,68.66,9.196,1.334,0.6882,0.8374,40.67,0.02718,30.4,9.93,18.02,27.52,17.97,13.37,45.7,80.32,35.03,30,0.4955,0.9,1,0.3362,0.8
22,child7,child,0.9568,0.000,0.000,0.000,0.000,0.000,205.983,1.086,172.000,2.340,17.517,1303,1190,73.75,75.03,9.077,1.593,0.6,0.7483,38.91,0.02695,26.3,10.37,23.07,25.52,16.32,10.97,49.83,69.75,48.54,23.74,0.5275,0.6112,1,0.4034,0.8679
23,parent,parent,14.5032,3.000,0.000,3.000,0.000,5.000,328.017,2.236,144.000,2.300,15.050,1376,1246,85.28,61.61,8.957,1.8,0.6,0.8148,34.63,0.02712,28.04,9.035,16.53,23.07,20.18,9.037,42.04,70.2,38.37,30,0.6251,0.8807,0.7791,0.3287,0.8341
23,child0,child,20.0230,5.000,0.000,5.000,0.000,5.000,269.667,2.617,93.000,2.440,15.050,1478,1070,97.63,64.57,8.612,1.8,0.6,0.897,38.22,0.0252,32.48,9.819,14.11,28.44,21.22,8.608,41.72,67.5,42.34,30,0.537,0.8394,0.7635,0.3163,1
23,child1,child,4.2931,0.000,0.000,0.000,0.000,2.000,289.067,2.203,136.000,1.247,15.050,1329,1362,82.16,70.2,9.139,1.526,0.6074,0.8209,37.25,0.0235,24.13,8.116,14.49,24.09,20.56,11.33,45.06,61.66,35.92,28.79,0.6088,0.8761,0.7,0.3874,0.8172
23,child2,child,12.6789,2.000,0.000,2.000,0.000,3.000,363.250,2.602,84.000,1.420,15.050,1220,1343,71.87,66.63,6.777,1.8,0.6351,0.9082,34.41,0.02936,22.92,7.909,16.01,26.12,18.86,7.954,43.14,62.8,36.62,29.57,0.5892,0.9,0.8195,0.3674,0.8
23,child3,child,3.2822,0.000,0.000,0.000,0.000,2.000,276.100,1.408,164.000,1.987,15.050,1290,1270,83.82,50.16,8.297,1.72,0.62,0.8302,35.14,0.02999,28.35,10.04,18.52,20.11,15.96,9.209,40.2,75.24,40.39,29.55,0.6237,0.865,0.7295,0.3657,0.9358
23,child4,child,15.0170,3.000,0.000,3.000,0.000,5.000,337.083,2.533,128.000,2.060,15.050,1434,1382,90.53,56,10.66,1.748,0.6405,0.7753,35.04,0.02473,27.54,8.821,16,24.03,19.52,8.165,38.11,73.46,42.72,23.83,0.5487,0.9,0.8188,0.3503,0.8651
23,child5,child,16.4181,3.000,0.000,3.000,0.000,6.000,375.433,2.768,100.000,1.693,15.050,1115,1348,102.1,49.73,9.342,1.723,0.6,0.8537,34.33,0.02303,25.05,9.746,14.24,24.86,22.09,10.37,44.91,89.97,46.13,30,0.694,0.9,0.7526,0.3806,0.8
23,child6,child,10.7953,2.000,0.000,2.000,0.000,4.000,302.433,2.199,144.000,2.080,15.050,1442,1374,83.57,63.55,9.093,1.6,0.6473,0.7312,36.82,0.02611,26.03,8.418,13.36,20,24.26,7.319,45.66,60,34.3,30,0.6451,0.9,0.8684,0.2706,0.914
23,child7,child,7.1856,1.000,0.000,1.000,0.000,3.000,288.600,2.016,150.000,1.893,15.050,1438,1290,118.5,62.63,9.565,1.729,0.616,0.7313,30.03,0.03294,28.1,8.756,16.28,20.87,22.06,7.561,38.99,71.65,40.02,30,0.5662,0.9,0.8471,0.3907,0.9375
24,parent,parent,12.0144,2.000,0.000,2.000,0.000,4.000,382.033,2.612,70.000,1.273,29.050,1478,1070,97.63,64.57,8.612,1.8,0.6,0.897,38.22,0.0252,32.48,9.819,14.11,28.44,21.22,8.608,41.72,67.5,42.34,30,0.537,0.8394,0.7635,0.3163,1
